chimeraid	tagid	txid1	txid2	geneid1	geneid2	symbol1	symbol2	type1	type2	locusid1	locusid2	locus1	locus2	groupid1	groupid2	score1	score2	score
chimera_2201	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000095909	MI0006292_mmu-mir-466k	ENSMUSG00000022957	mmu-mir-466k	Itsn1-019	miRNA	processed_transcript	locus_336	locus_5910	chr3:85467377:85467423:+	chr16:91829801:91829821:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2202	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000095610	MI0006292_mmu-mir-466k	ENSMUSG00000021057	mmu-mir-466k	Akap5-201	miRNA	protein_coding	locus_336	locus_3862	chr3:85467377:85467423:+	chr12:76333758:76333782:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2203	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000063869	MI0006292_mmu-mir-466k	ENSMUSG00000028076	mmu-mir-466k	Cd1d1-003	miRNA	retained_intron	locus_336	locus_9470	chr3:85467377:85467423:+	chr3:86996066:86996090:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2204	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000022121	MI0006292_mmu-mir-466k	ENSMUSG00000021621	mmu-mir-466k	Zcchc9-004	miRNA	retained_intron	locus_336	locus_4524	chr3:85467377:85467423:+	chr13:91796901:91796925:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2205	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000071096	MI0006292_mmu-mir-466k	ENSMUSG00000028332	mmu-mir-466k	Hemgn-001	miRNA	protein_coding	locus_336	locus_10483	chr3:85467377:85467423:+	chr4:46394377:46394400:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2206	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000125290	MI0006292_mmu-mir-466k	ENSMUSG00000046295	mmu-mir-466k	Ankle1-005	miRNA	retained_intron	locus_336	locus_14125	chr3:85467377:85467423:+	chr8:71409525:71409549:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2207	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000143137	MI0006292_mmu-mir-466k	ENSMUSG00000023961	mmu-mir-466k	Enpp4-002	miRNA	protein_coding	locus_336	locus_6359	chr3:85467377:85467423:+	chr17:44099171:44099195:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2208	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000193516	MI0006292_mmu-mir-466k	ENSMUSG00000102379	mmu-mir-466k	RP24-262P4.1-001	miRNA	lincRNA	locus_336	locus_9428	chr3:85467377:85467423:+	chr3:80287846:80287869:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2209	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000162280	MI0006292_mmu-mir-466k	ENSMUSG00000042873	mmu-mir-466k	Lhfpl4-001	miRNA	protein_coding	locus_336	locus_11683	chr3:85467377:85467423:+	chr6:113170554:113170578:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2210	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000061656	MI0006292_mmu-mir-466k	ENSMUSG00000050310	mmu-mir-466k	Rictor-201	miRNA	protein_coding	locus_336	locus_5240	chr3:85467377:85467423:+	chr15:6798295:6798319:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2211	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000149976	MI0006292_mmu-mir-466k	ENSMUSG00000070426	mmu-mir-466k	Rnf121-005	miRNA	protein_coding	locus_336	locus_12433	chr3:85467377:85467423:+	chr7:102024403:102024426:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2212	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000164235	MI0006292_mmu-mir-466k	ENSMUSG00000021840	mmu-mir-466k	Mapk1ip1l-201	miRNA	protein_coding	locus_336	locus_4783	chr3:85467377:85467423:+	chr14:47319931:47319955:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2213	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000152813	MI0006292_mmu-mir-466k	ENSMUSG00000074876	mmu-mir-466k	Spata5l1-002	miRNA	processed_transcript	locus_336	locus_7617	chr3:85467377:85467423:+	chr2:122632849:122632873:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2214	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000005954	MI0006292_mmu-mir-466k	ENSMUSG00000005804	mmu-mir-466k	Bloc1s6-006	miRNA	processed_transcript	locus_336	locus_7619	chr3:85467377:85467423:+	chr2:122747267:122747290:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2215	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000105672	MI0006292_mmu-mir-466k	ENSMUSG00000028965	mmu-mir-466k	Tnfrsf9-202	miRNA	protein_coding	locus_336	locus_10251	chr3:85467377:85467423:+	chr4:150945511:150945534:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2216	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000160586	MI0006292_mmu-mir-466k	ENSMUSG00000028028	mmu-mir-466k	Alpk1-005	miRNA	protein_coding	locus_336	locus_9019	chr3:85467377:85467423:+	chr3:127685691:127685715:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2217	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000180558	MI0006292_mmu-mir-466k	ENSMUSG00000097727	mmu-mir-466k	F630040K05Rik-201	miRNA	lincRNA	locus_336	locus_6387	chr3:85467377:85467423:+	chr17:45779973:45780003:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2218	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000195137	MI0006292_mmu-mir-466k	ENSMUSG00000102476	mmu-mir-466k	RP23-227A12.5-001	miRNA	lincRNA	locus_336	locus_9573	chr3:85467377:85467423:+	chr3:93307250:93307274:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2219	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000049630	MI0006292_mmu-mir-466k	ENSMUSG00000045438	mmu-mir-466k	Cox19-002	miRNA	retained_intron	locus_336	locus_11150	chr3:85467377:85467423:+	chr5:139337504:139337524:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2220	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000021922	MI0006292_mmu-mir-466k	ENSMUSG00000021469	mmu-mir-466k	Msx2-002	miRNA	retained_intron	locus_336	locus_4356	chr3:85467377:85467423:+	chr13:53467144:53467164:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2221	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000153329	MI0006292_mmu-mir-466k	ENSMUSG00000021460	mmu-mir-466k	Auh-013	miRNA	processed_transcript	locus_336	locus_4355	chr3:85467377:85467423:+	chr13:52918923:52918946:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2222	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000110341	MI0006292_mmu-mir-466k	ENSMUSG00000027381	mmu-mir-466k	Bcl2l11-201	miRNA	protein_coding	locus_336	locus_7667	chr3:85467377:85467423:+	chr2:128160825:128160845:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2223	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000110341	MI0006292_mmu-mir-466k	ENSMUSG00000027381	mmu-mir-466k	Bcl2l11-201	miRNA	protein_coding	locus_336	locus_7668	chr3:85467377:85467423:+	chr2:128160833:128160856:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2224	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000099512	MI0006292_mmu-mir-466k	ENSMUSG00000040820	mmu-mir-466k	Hlcs-201	miRNA	protein_coding	locus_336	locus_5921	chr3:85467377:85467423:+	chr16:94130788:94130815:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2225	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000163193	MI0006292_mmu-mir-466k	ENSMUSG00000040820	mmu-mir-466k	Hlcs-201	miRNA	protein_coding	locus_336	locus_5921	chr3:85467377:85467423:+	chr16:94130788:94130815:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2226	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000130679	MI0006292_mmu-mir-466k	ENSMUSG00000006462	mmu-mir-466k	A530013C23Rik-002	miRNA	lincRNA	locus_336	locus_8057	chr3:85467377:85467423:+	chr2:167697265:167697289:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2227	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000162961	MI0006292_mmu-mir-466k	ENSMUSG00000079036	mmu-mir-466k	Alkbh1-201	miRNA	protein_coding	locus_336	locus_3935	chr3:85467377:85467423:+	chr12:87428545:87428565:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2228	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000114482	MI0006292_mmu-mir-466k	ENSMUSG00000026981	mmu-mir-466k	Il1rn-006	miRNA	processed_transcript	locus_336	locus_8358	chr3:85467377:85467423:+	chr2:24350727:24350750:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2229	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000124899	MI0006292_mmu-mir-466k	ENSMUSG00000030509	mmu-mir-466k	Asb7-003	miRNA	protein_coding	locus_336	locus_13299	chr3:85467377:85467423:+	chr7:66647583:66647607:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2230	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000173298	MI0006292_mmu-mir-466k	ENSMUSG00000079639	mmu-mir-466k	Rhox4a-002	miRNA	retained_intron	locus_336	locus_15562	chr3:85467377:85467423:+	chrX:37267449:37267472:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2231	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000154628	MI0006292_mmu-mir-466k	ENSMUSG00000029454	mmu-mir-466k	Mapkapk5-008	miRNA	retained_intron	locus_336	locus_10905	chr3:85467377:85467423:+	chr5:121526690:121526710:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2232	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000098326	MI0006292_mmu-mir-466k	ENSMUSG00000025813	mmu-mir-466k	Homer2-202	miRNA	protein_coding	locus_336	locus_13377	chr3:85467377:85467423:+	chr7:81605989:81606009:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2233	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000130408	MI0006292_mmu-mir-466k	ENSMUSG00000044221	mmu-mir-466k	Grsf1-007	miRNA	retained_intron	locus_336	locus_11579	chr3:85467377:85467423:+	chr5:88671321:88671346:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2234	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000133143	MI0006292_mmu-mir-466k	ENSMUSG00000057554	mmu-mir-466k	Lgals8-201	miRNA	protein_coding	locus_336	locus_4061	chr3:85467377:85467423:+	chr13:12448706:12448729:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2235	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000052946	MI0006292_mmu-mir-466k	ENSMUSG00000031965	mmu-mir-466k	Tbx20-202	miRNA	protein_coding	locus_336	locus_14666	chr3:85467377:85467423:+	chr9:24721289:24721309:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2236	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000110906	MI0006292_mmu-mir-466k	ENSMUSG00000027210	mmu-mir-466k	Meis2-015	miRNA	retained_intron	locus_336	locus_7488	chr3:85467377:85467423:+	chr2:116064491:116064511:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2237	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000054836	MI0006292_mmu-mir-466k	ENSMUSG00000046607	mmu-mir-466k	Hrk-001	miRNA	protein_coding	locus_336	locus_10879	chr3:85467377:85467423:+	chr5:118187331:118187355:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2238	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000074285	MI0006292_mmu-mir-466k	ENSMUSG00000027210	mmu-mir-466k	Meis2-015	miRNA	retained_intron	locus_336	locus_7486	chr3:85467377:85467423:+	chr2:116064336:116064359:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2239	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000115654	MI0006292_mmu-mir-466k	ENSMUSG00000031157	mmu-mir-466k	Pqbp1-005	miRNA	protein_coding	locus_336	locus_15723	chr3:85467377:85467423:+	chrX:7898731:7898752:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2240	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000159575	MI0006292_mmu-mir-466k	ENSMUSG00000005958	mmu-mir-466k	Ephb3-004	miRNA	retained_intron	locus_336	locus_5621	chr3:85467377:85467423:+	chr16:21223130:21223162:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2241	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000063988	MI0006292_mmu-mir-466k	ENSMUSG00000027630	mmu-mir-466k	Tbl1xr1-201	miRNA	protein_coding	locus_336	locus_9183	chr3:85467377:85467423:+	chr3:22215160:22215180:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2242	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000193734	MI0006292_mmu-mir-466k	ENSMUSG00000027630	mmu-mir-466k	Tbl1xr1-201	miRNA	protein_coding	locus_336	locus_9183	chr3:85467377:85467423:+	chr3:22215160:22215180:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2243	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000039303	MI0006292_mmu-mir-466k	ENSMUSG00000036437	mmu-mir-466k	Npy1r-201	miRNA	protein_coding	locus_336	locus_14028	chr3:85467377:85467423:+	chr8:66705420:66705440:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2244	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000057243	MI0006292_mmu-mir-466k	ENSMUSG00000048572	mmu-mir-466k	Tmem252-201	miRNA	protein_coding	locus_336	locus_7045	chr3:85467377:85467423:+	chr19:24678562:24678582:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2245	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000126693	MI0006292_mmu-mir-466k	ENSMUSG00000079163	mmu-mir-466k	Gm15498-001	miRNA	lincRNA	locus_336	locus_11113	chr3:85467377:85467423:+	chr5:137685335:137685359:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2246	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000070316	MI0006292_mmu-mir-466k	ENSMUSG00000056679	mmu-mir-466k	Gpr173-002	miRNA	processed_transcript	locus_336	locus_15434	chr3:85467377:85467423:+	chrX:152344564:152344588:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2247	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000061455	MI0006292_mmu-mir-466k	ENSMUSG00000044468	mmu-mir-466k	Fam46c-001	miRNA	protein_coding	locus_336	locus_8898	chr3:85467377:85467423:+	chr3:100469190:100469214:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2248	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000078621	MI0006292_mmu-mir-466k	ENSMUSG00000027200	mmu-mir-466k	Sema6d-202	miRNA	protein_coding	locus_336	locus_7624	chr3:85467377:85467423:+	chr2:124665923:124665949:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2249	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000103241	MI0006292_mmu-mir-466k	ENSMUSG00000027200	mmu-mir-466k	Sema6d-202	miRNA	protein_coding	locus_336	locus_7624	chr3:85467377:85467423:+	chr2:124665923:124665949:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2250	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000170374	MI0006292_mmu-mir-466k	ENSMUSG00000005686	mmu-mir-466k	Ampd3-006	miRNA	protein_coding	locus_336	locus_12490	chr3:85467377:85467423:+	chr7:110768239:110768259:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2251	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000041139	MI0006292_mmu-mir-466k	ENSMUSG00000036943	mmu-mir-466k	Rab8b-201	miRNA	protein_coding	locus_336	locus_14936	chr3:85467377:85467423:+	chr9:66845269:66845289:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2252	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000032421	MI0006292_mmu-mir-466k	ENSMUSG00000030283	mmu-mir-466k	St8sia1-002	miRNA	processed_transcript	locus_336	locus_11943	chr3:85467377:85467423:+	chr6:142826147:142826167:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2253	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000026839	MI0006292_mmu-mir-466k	ENSMUSG00000025742	mmu-mir-466k	Prps2-002	miRNA	processed_transcript	locus_336	locus_15503	chr3:85467377:85467423:+	chrX:167346992:167347019:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2254	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000132129	MI0006292_mmu-mir-466k	ENSMUSG00000038116	mmu-mir-466k	Phf20-009	miRNA	processed_transcript	locus_336	locus_7946	chr3:85467377:85467423:+	chr2:156253796:156253816:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2255	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000163064	MI0006292_mmu-mir-466k	ENSMUSG00000089798	mmu-mir-466k	1700028K03Rik-004	miRNA	retained_intron	locus_336	locus_10724	chr3:85467377:85467423:+	chr5:107549554:107549577:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2256	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000143816	MI0006292_mmu-mir-466k	ENSMUSG00000037286	mmu-mir-466k	Stag1-017	miRNA	retained_intron	locus_336	locus_14298	chr3:85467377:85467423:+	chr9:100738572:100738596:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2257	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000142769	MI0006292_mmu-mir-466k	ENSMUSG00000003575	mmu-mir-466k	Crtc1-003	miRNA	processed_transcript	locus_336	locus_14099	chr3:85467377:85467423:+	chr8:70393366:70393394:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2258	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000123838	MI0006292_mmu-mir-466k	ENSMUSG00000032667	mmu-mir-466k	Pon2-003	miRNA	processed_transcript	locus_336	locus_12201	chr3:85467377:85467423:+	chr6:5270747:5270771:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2259	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000167824	MI0006292_mmu-mir-466k	ENSMUSG00000021700	mmu-mir-466k	Rab3c-201	miRNA	protein_coding	locus_336	locus_4027	chr3:85467377:85467423:+	chr13:110061378:110061402:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2260	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000143682	MI0006292_mmu-mir-466k	ENSMUSG00000052384	mmu-mir-466k	Nrros-201	miRNA	protein_coding	locus_336	locus_5672	chr3:85467377:85467423:+	chr16:32162579:32162602:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2261	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000059390	MI0006292_mmu-mir-466k	ENSMUSG00000030982	mmu-mir-466k	9030624J02Rik-013	miRNA	processed_transcript	locus_336	locus_12529	chr3:85467377:85467423:+	chr7:118740295:118740319:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2262	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000188633	MI0006292_mmu-mir-466k	ENSMUSG00000058470	mmu-mir-466k	Gm8369-201	miRNA	protein_coding	locus_336	locus_7000	chr3:85467377:85467423:+	chr19:11511746:11511766:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2263	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000043964	MI0006292_mmu-mir-466k	ENSMUSG00000039474	mmu-mir-466k	Wfs1-003	miRNA	nonsense_mediated_decay	locus_336	locus_11421	chr3:85467377:85467423:+	chr5:36966752:36966776:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2264	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000110529	MI0006292_mmu-mir-466k	ENSMUSG00000029648	mmu-mir-466k	Flt1-005	miRNA	processed_transcript	locus_336	locus_11247	chr3:85467377:85467423:+	chr5:147636594:147636617:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2265	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000176386	MI0006292_mmu-mir-466k	ENSMUSG00000021972	mmu-mir-466k	Hmbox1-201	miRNA	protein_coding	locus_336	locus_4922	chr3:85467377:85467423:+	chr14:64814767:64814791:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2266	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000155136	MI0006292_mmu-mir-466k	ENSMUSG00000089759	mmu-mir-466k	3632454L22Rik-003	miRNA	processed_transcript	locus_336	locus_15369	chr3:85467377:85467423:+	chrX:135028335:135028359:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2267	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000065297	MI0006292_mmu-mir-466k	ENSMUSG00000039633	mmu-mir-466k	Lonrf1-201	miRNA	protein_coding	locus_336	locus_13906	chr3:85467377:85467423:+	chr8:36217023:36217043:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2268	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000151105	MI0006292_mmu-mir-466k	ENSMUSG00000030717	mmu-mir-466k	Nupr1-004	miRNA	processed_transcript	locus_336	locus_12593	chr3:85467377:85467423:+	chr7:126625887:126625910:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2269	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000130880	MI0006292_mmu-mir-466k	ENSMUSG00000040621	mmu-mir-466k	Gemin8-004	miRNA	protein_coding	locus_336	locus_15488	chr3:85467377:85467423:+	chrX:166177009:166177033:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2270	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000099714	MI0006292_mmu-mir-466k	ENSMUSG00000075040	mmu-mir-466k	Zfp408-006	miRNA	processed_transcript	locus_336	locus_8862	chr3:85467377:85467423:+	chr2:91644183:91644206:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2271	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000155203	MI0006292_mmu-mir-466k	ENSMUSG00000069114	mmu-mir-466k	Zbtb10-001	miRNA	protein_coding	locus_336	locus_9568	chr3:85467377:85467423:+	chr3:9284083:9284103:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2272	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000125611	MI0006292_mmu-mir-466k	ENSMUSG00000085702	mmu-mir-466k	Mecomos-002	miRNA	antisense	locus_336	locus_9206	chr3:85467377:85467423:+	chr3:30053272:30053295:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2273	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000125611	MI0006292_mmu-mir-466k	ENSMUSG00000085702	mmu-mir-466k	Mecomos-002	miRNA	antisense	locus_336	locus_9205	chr3:85467377:85467423:+	chr3:30053263:30053286:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2274	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000123037	MI0006292_mmu-mir-466k	ENSMUSG00000026872	mmu-mir-466k	Zeb2-201	miRNA	protein_coding	locus_336	locus_8599	chr3:85467377:85467423:+	chr2:45108476:45108500:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2275	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000118826	MI0006292_mmu-mir-466k	ENSMUSG00000024277	mmu-mir-466k	Mapre2-201	miRNA	protein_coding	locus_336	locus_6685	chr3:85467377:85467423:+	chr18:23859442:23859468:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2276	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000028257	MI0006292_mmu-mir-466k	ENSMUSG00000026893	mmu-mir-466k	Gca-002	miRNA	processed_transcript	locus_336	locus_8696	chr3:85467377:85467423:+	chr2:62692666:62692689:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2277	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000028257	MI0006292_mmu-mir-466k	ENSMUSG00000026893	mmu-mir-466k	Gca-002	miRNA	processed_transcript	locus_336	locus_8695	chr3:85467377:85467423:+	chr2:62692656:62692676:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2278	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000175964	MI0006292_mmu-mir-466k	ENSMUSG00000026896	mmu-mir-466k	Ifih1-002	miRNA	retained_intron	locus_336	locus_8693	chr3:85467377:85467423:+	chr2:62634534:62634557:-	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2279	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000103181	MI0006292_mmu-mir-466k	ENSMUSG00000058793	mmu-mir-466k	Cds2-006	miRNA	protein_coding	locus_336	locus_7721	chr3:85467377:85467423:+	chr2:132310712:132310739:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
chimera_2280	tag_1684374|1|r	MI0006292_mmu-mir-466k	ENSMUST00000089461	MI0006292_mmu-mir-466k	ENSMUSG00000058793	mmu-mir-466k	Cds2-006	miRNA	protein_coding	locus_336	locus_7721	chr3:85467377:85467423:+	chr2:132310712:132310739:+	group_29	group_1143	0.394736842105	0.00906405771291	0.00357791751826
